x,y
10.92494132,293.4558194
34.7901225,286.452064
26.89887091,293.8381965
22.49784664,360.5510034
55.58742139,388.3671055
35.0162323,450.1068037
-8.840775396,411.774429
2.272183067,415.3446378
71.71911556,420.6480566
-10.99695972,385.2865492
18.74393879,283.1870567
-6.076454782,311.9417914
-30.12310702,337.1925515
26.16518788,287.8230762
29.53321205,299.9672221
35.12007366,338.0178085
-31.26304394,330.4955605
47.39482025,332.7869109
-2.935593163,342.7963538
50.75711807,371.5968683
17.8414625,309.5534129
35.80590327,254.9079042
6.038330322,249.9893454
25.18214706,241.4970742
-18.84045948,262.2880224
58.13980285,289.7173217
66.8878114,266.2272321
29.33294326,292.2901021
28.99032296,349.0307888
113.3191594,350.5869758
30.3096779,302.3895538
-26.01125292,376.328123
11.20617955,272.6766687
15.05886409,266.0255907
5.129544398,238.6014013
21.32135886,201.9269341
-9.521825599,251.4580089
30.10637752,321.5981693
66.10640272,341.9918736
50.78105027,387.379117
31.86946528,328.5717605
18.75941135,383.7654144
45.39701531,339.8755905
47.63726117,356.7768127
